fen|mv|mv_score|bmv|bmv_score|difs
rn2kb1r/pp1q1pp1/2p2n1p/3p4/3P3N/2N1B1Pb/PPP2PBP/R2Q1RK1 b kq - 7 10|f3h4|-34|g2h3|109|143
rn2kb1r/pp1q1p2/2p2n1p/3p2p1/3P3N/2N1B1PB/PPP2P1P/R2Q1RK1 b kq - 0 11|g2h3|-42|d1e2|69|111
rn2kb1r/pp1q1p2/2p2n1p/3p4/3P2pN/2N1B1P1/PPP2PBP/R2Q1RK1 b kq - 1 12|h3g2|622|f1e1|703|81
rn1qkbnr/pp2pppp/3p4/2p5/2B1P1b1/5N1P/PPPP1PP1/RNBQK2R b KQkq - 0 4|h2h3|20|c4f7|202|182
rn1qkb1r/pp3ppp/3ppn2/2p5/2B1P3/2NP1Q1P/PPP2PP1/R1B1K2R b KQkq - 0 7|d2d3|-19|e4e5|104|123
rn1qkb1r/pp3p1p/3ppnp1/2p3B1/2B1P3/2NP1Q1P/PPP2PP1/R3K2R b KQkq - 1 8|c1g5|147|e4e5|223|76
rn1qk2r/pp3pbp/3ppnp1/2p3B1/2B1P3/2NP1Q1P/PPP2PP1/2KR3R b kq - 3 9|e1c1|-82|e4e5|394|476
rn1q1rk1/pp3pbp/3ppnp1/2p3B1/2BPP3/2N2Q1P/PPP2PP1/2KR3R b - - 0 10|d3d4|-30|e4e5|195|225
r2q1rk1/pp3pbp/2nppnp1/6B1/2B1P3/2N2Q1P/PPPR1PP1/2K4R b - - 2 12|d4d2|-177|d4d1|-72|105
r2q1rk1/ppp3pp/2n1pp2/1N1p1b2/3Pn3/P3QNPP/1PP1PP2/R3KB1R w KQ - 0 11|f7f6|43|e4d6|114|71
rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|f1c4|64|f3e5|165|101
rnbq1rk1/pppp1ppp/5n2/2b1N3/2B1P3/3P4/PPP2PPP/RNBQK2R b KQ - 0 5|d2d3|-76|d2d4|169|245
rnbq1rk1/ppp2ppp/5n2/2bPN3/2B5/3P4/PPP2PPP/RNBQK2R b KQ - 0 6|e4d5|-140|c4b3|-96|44
rnbq1rk1/ppp2ppp/8/2bBN3/8/3P4/PPP2PPP/RNBQK2R b KQ - 0 7|c4d5|-83|e1g1|138|221
rnb2rk1/ppp2ppp/8/2bqN3/5B2/3P4/PPP2PPP/RN1QK2R b KQ - 1 8|c1f4|-361|e5f3|-98|263
rnb1r1k1/ppp3pp/5p2/2b5/3q1B2/2NP1N2/PPP2PPP/R2Q1RK1 b - - 3 11|e5f3|-362|c3e4|63|425
rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2|d2d4|-46|g1f3|20|66
r1bk1bnr/ppp2ppp/8/4p3/4P3/2N5/PPP2PPP/R1B1KB1R b KQ - 1 7|b1c3|23|c1e3|67|44
r2k3r/pppb1ppp/5n2/4p3/1b2P3/2N5/PPPB1PPP/2KR1B1R b - - 7 10|e3d2|-100|f1c4|-14|86
r2q1rk1/3b1ppp/p1pbpn2/3p4/3P4/P1N1PN2/1P3PPP/R1BQR1K1 w - - 0 12|b7c6|-56|d7c6|50|106
rnb1kb1r/ppppqppp/8/4N3/3Pn3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5|d8e7|-174|d7d5|-74|100
rnb1kb1r/ppp1q1pp/5p2/3pN1B1/3Pn3/5Q2/PPP2PPP/RN2KB1R w KQkq - 0 7|f7f6|335|e4g5|508|173
rnb1kb1r/ppp1q2p/5p2/3pN3/3Pn3/5Q2/PPP2PPP/RN2KB1R w KQkq - 0 8|g7f6|94|e7f6|344|250
rnb1kb1r/ppp1q2p/5p2/3p4/3P2N1/5Q2/PPP2nPP/RN2KB1R w KQkq - 0 9|e4f2|-52|e4g5|831|883
rn2kb1r/ppp1q2p/5p2/3p4/3P2b1/5Q2/PPP2KPP/RN3B1R w kq - 0 10|c8g4|-94|f6f5|-25|69
rn2k2r/ppp1q2p/5p1b/3Q4/3P2b1/8/PPP2KPP/RN3B1R w kq - 1 11|f8h6|41|c7c6|440|399
r3kbnN/ppp3pp/5p2/8/4b3/5P2/PPP3PP/RNB1K2R b KQ - 0 11|f2f3|379|e1g1|479|100
rnbqkb1r/pppp1ppp/8/4p3/4n3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4|f6e4|-334|b8c6|-32|302
rnbqkb1r/pppp2pp/8/4pp2/4N3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 0 5|f7f5|-426|d7d5|-307|119
rnbqkb1r/ppp3pp/8/3p1p2/3Np3/2N5/PPPP1PPP/R1BQKB1R w KQkq - 0 7|d7d5|-489|d8f6|-335|154
rnbqkb1r/ppp3pp/8/3p1p2/3N4/2N2p2/PPPP2PP/R1BQKB1R w KQkq - 0 8|e4f3|-386|f8c5|-297|89
rnbqkb1r/ppp4p/6p1/3p1p2/3N4/2N2Q2/PPPP2PP/R1B1KB1R w KQkq - 0 9|g7g6|-507|d8h4|-289|218
rnb1kb1r/pp5p/2p3p1/3N1p2/3N4/8/PPPP2PP/R1B1KB1R w KQkq - 0 11|c7c6|-888|e8d7|-566|322
rnb2b1r/ppN2k1p/2p3p1/5p2/3N4/8/PPPP2PP/R1B1KB1R w KQ - 2 12|e8f7|-950|e8d8|-840|110
rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4|f1c4|-80|e4e5|82|162
rn1qkb1r/ppp2ppp/3p4/8/6b1/2P2N2/PPP2PPP/R1BQKB1R w KQkq - 1 7|c8g4|-135|f8e7|-59|76
rn1qkb1r/ppp2ppp/8/3p4/2B3b1/2P2N2/PPP2PPP/R1BQK2R w KQkq - 0 8|d6d5|-237|d8f6|-89|148
rn1q1rk1/ppp2ppp/8/2bp4/8/2PB1b1P/PPP2PP1/R1BQ1RK1 w - - 0 11|g4f3|-102|g4h5|4|106
rnb1kb1r/p1pqpppp/5n2/1p1P4/8/1BN5/PPPP1PPP/R1BQK1NR b KQkq - 1 5|c4b3|122|c4b5|287|165
r1b1kb1r/p2qpppp/2n2n2/1p6/8/1BN2N2/PPPP1PPP/R1BQK2R b KQkq - 1 7|g1f3|96|c3b5|172|76
r1b1kb1r/p3pppp/2n2n2/1p3q2/8/1BNP1N2/PPP2PPP/R1BQK2R b KQkq - 0 8|d2d3|157|e1g1|232|75
r1b1k2r/p4ppp/4pn2/1pb2q2/3N4/1BNP4/PPP2PPP/R1BQR1K1 b kq - 0 11|f3d4|108|c3b5|207|99
rnbqkb1r/ppp2p1p/3p2p1/8/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 6|g7g6|-143|d6d5|-102|41
r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|f1c4|-17|f1b5|41|58
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4|d2d3|-85|e1g1|-8|77
r1bqkb1r/pp1p1ppp/2n1pn2/2p3B1/2B1P3/3P1N2/PPP2PPP/RN1QK2R b KQkq - 2 5|c1g5|-96|e1g1|-36|60
r1bq1rk1/pp2bpp1/2n2n1p/2p5/2Pp3B/1B1P4/PP1N1PPP/RN1Q1RK1 b - - 1 11|f3d2|-164|b3a4|-37|127
r1bqkb1r/2pp1ppp/p1p2n2/4p3/2P1P3/3P1N2/PP3PPP/RNBQK2R b KQkq - 0 6|d2d3|3|f3e5|45|42
r1bqk2r/2pp1ppp/p1p2n2/2b1p3/2P1P3/3P1N2/PP3PPP/RNBQ1RK1 b kq - 2 7|e1g1|5|f3e5|150|145
r1bq1rk1/2pp1ppp/pbp2n2/8/2P1P3/2NP1N2/PP3PPP/R1BQ1RK1 b - - 4 10|b1c3|183|e4e5|236|53
rn2kbnr/pp2pppp/2b5/2p5/8/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 7|d2d3|847|d2d4|934|87
2kr1bnr/pp1npppp/2b5/2p5/8/2NPBN2/PPP2PPP/R2Q1RK1 b - - 4 9|e1g1|878|d3d4|942|64
2kr1bnr/pp1npppp/2b5/8/2pP4/2N1BN2/PPP2PPP/R2Q1RK1 b - - 0 10|d3d4|950|e3a7|1047|97
2kr1bnr/pp1n1ppp/2b5/4p3/2pP4/1PN1BN2/P1P2PPP/R2Q1RK1 b - - 0 11|b2b3|925|d4d5|1252|327
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4|f8c5|-110|g8f6|-44|66
r2qk1nr/ppp2ppp/2np4/2b1p3/2B1P1b1/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 1 6|c8g4|-93|g8f6|-51|42
r3k1nr/ppp2ppp/2np1q2/2b1p2b/2B1P3/3P1N1P/PPP2PP1/RNBQR1K1 w kq - 3 8|d8f6|-207|g8f6|-87|120
r3k1nr/ppp2ppp/2np1q2/2b1p1B1/2B1P3/3P1b1P/PPP2PP1/RN1QR1K1 w kq - 0 9|h5f3|-224|f6g6|-114|110
r3k2r/1pp2ppp/p1np1n2/2b1p3/2B1P3/2NP3P/PPP2PP1/R2R2K1 w kq - 0 12|a7a6|420|c6a5|506|86
r1bnkbnr/pp3ppp/4p3/2p5/4P3/2P1BN2/PP3PPP/RN2KB1R b KQkq - 1 7|c1e3|41|b1a3|133|92
r1bnkb1r/pp3ppp/4pn2/2p5/4P3/2P1BN2/PP1N1PPP/R3KB1R b KQkq - 3 8|b1d2|38|b1a3|106|68
r1bnkb1r/p4ppp/1p2pn2/2p5/4P3/2P1BN2/PP1N1PPP/2KR1B1R b kq - 1 9|e1c1|59|f1b5|118|59
r2nkb1r/pb3ppp/1p2pn2/2p3B1/4P3/2P2N2/PP1N1PPP/2KR1B1R b kq - 3 10|e3g5|0|f3e5|82|82
r2Bkb1r/pb3ppp/1p2p3/2p5/4n3/2P2N2/PP1N1PPP/2KR1B1R b kq - 0 11|g5d8|45|f1b5|355|310
3rkb1r/pb3ppp/1p2p3/2p5/4N3/2P2N2/PP3PPP/2KR1B1R b k - 0 12|d2e4|-125|f1b5|4|129
r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4|f8c5|-133|d7d5|-21|112
Q1bqk2r/nppp1ppp/5n2/1pb1p3/4P3/2P2N2/PP1P1PPP/RNB2RK1 w k - 1 8|c6a7|-382|d7d5|-45|337
rn1qk1nr/ppp2pp1/4b2p/8/1bPP4/5N2/PP1B1PPP/RN1QKB1R b KQkq - 2 7|c1d2|167|b1c3|234|67
rn2k1nr/ppp1qpp1/4b2p/3P4/1bP5/5N2/PP1B1PPP/RN1QKB1R b KQkq - 0 8|d4d5|-28|d2b4|152|180
rn2k1nr/ppp1qpp1/7p/3b4/1bP5/5N2/PP1BBPPP/RN1QK2R b KQkq - 1 9|f1e2|-165|d1e2|2|167
rn1qkb1r/ppp2ppp/4pn2/3pNb2/3P4/4P3/PPP2PPP/RNBQKB1R w KQkq - 0 5|e7e6|-157|c7c6|-6|151
1r1qk2r/1ppn1ppp/p1n1p3/2QpP3/8/4P3/PPP2PPP/RNB1K2R w KQk - 2 12|f6d7|157|c6e5|201|44
r1bqkbnr/2p2pp1/p1np3p/1p1P4/4P3/1B3N2/PP3PPP/RNBQK2R b KQkq - 0 8|d4d5|86|e1g1|175|89
r2qkbnr/2p2pp1/p2p3p/np1P4/4P1b1/1B3N2/PP3PPP/RNBQR1K1 b kq - 4 10|f1e1|79|c1d2|120|41
r2qkb1r/2p2pp1/p2p1n1p/np1PP3/8/1B3Q2/PP3PPP/RNB1R1K1 b kq - 0 12|e4e5|0|b3c2|192|192
r1bqkb1r/pppp1ppp/5n2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6|g8f6|-189|d7d6|-116|73
r1b1kb1r/ppppqppp/5n2/4P3/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 7|d8e7|-302|c7c5|-182|120
r1b1kb1r/pppp1ppp/5n2/4P1B1/1q1Q4/8/PPP2PPP/RN2KB1R w KQkq - 3 8|e7b4|-113|d7d6|17|130
r1b1k2r/pppp1ppp/8/3nP1B1/1b6/2P5/PP3PPP/RN2KB1R w KQkq - 1 10|f6d5|-441|f6e4|-107|334
r2qk2r/ppp2ppp/2np1n2/2b1p3/4P1b1/2P2NP1/PP1PQPBP/RNB1K2R w KQkq - 1 7|c8g4|-54|a7a5|27|81
r4rk1/pppq1ppp/1bnp1n2/8/2QPP1b1/5NP1/PP3PBP/RNB2RK1 w - - 1 11|c5b6|-7|g4f3|173|180
r4rk1/pppq1ppp/2np1n2/6N1/2QbP1b1/6P1/PP3PBP/RNB2RK1 w - - 0 12|b6d4|211|c6d4|271|60
r2qkb1r/pppb1ppp/2np1n2/1B2P3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6|d4e5|-20|d4d5|27|47
r2q1rk1/pppbbppp/2n2n2/1B2p1B1/4P3/5N2/PPP1NPPP/R2Q1RK1 b - - 7 10|c3e2|-80|d1d3|61|141
rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|f1c4|99|f3e5|161|62
rnbqk2r/pppp1ppp/5n2/2b1p3/2B1P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 5 4|d1e2|-65|f3e5|125|190
rnbq1rk1/pppp1ppp/5n2/2b1p3/2B1P3/2P2N2/PP1PQPPP/RNB1K2R b KQ - 0 5|c2c3|-234|d2d3|-82|152
rnbqr1k1/1ppp1Bpp/p7/2b5/3PQ3/5N2/PP3PPP/RNB1K2R b KQ - 0 9|c4f7|111|f3e5|475|364
rnbqr2k/1ppp2pp/p7/2Q1N3/3P4/8/PP3PPP/RNB1K2R b KQ - 0 12|d5c5|-24|e1g1|289|313
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4|g8f6|-72|d7d5|24|96
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 1 5|f8c5|-76|d7d5|27|103
r1bqk2r/pppp1ppp/1bn2n2/8/3PP3/5N2/PP3PPP/RNBQKB1R w KQkq - 1 7|c5b6|-82|c5b4|6|88
r1bqk2r/ppppnppp/1b3n2/3P4/4P3/5N2/PP3PPP/RNBQKB1R w KQkq - 1 8|c6e7|-69|f6e4|89|158
r1bqk2r/pp1pnppp/1bp2n2/3P4/4P3/3B1N2/PP3PPP/RNBQK2R w KQkq - 0 9|c7c6|-215|e8g8|-48|167
r1bqk2r/pp1pnppp/5n2/b2P4/8/2NB1N2/PP3PPP/R1BQK2R w KQkq - 1 11|b6a5|-308|d7d6|-78|230
r1bqkb1r/pppp1ppp/2n4n/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4|g8h6|-102|d8e7|-51|51
r1bqk2r/pppp1ppp/2n4n/2b1p2Q/2B1P3/2P5/PP1P1PPP/RNB1K1NR w KQkq - 1 5|f8c5|-354|d7d6|-79|275
r1bqk2r/ppp2ppp/2np3n/2b1p2Q/2B1P3/2PP4/PP3PPP/RNB1K1NR w KQkq - 0 6|d7d6|-471|d8f6|-114|357
r1bq1rk1/ppp2ppp/2np3n/2b1p2Q/2B1P3/2PP3P/PP3PP1/RNB1K1NR w KQ - 1 7|e8g8|-269|d8f6|-96|173
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3|b8c6|-95|e7e6|-39|56
r2qkb1r/ppp1pppp/2n2n2/3p1b2/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 3 5|c8f5|-144|e7e6|-77|67
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 5 4|d1e2|-43|d2d3|0|43
r1bqkb1r/ppp2ppp/2n5/3np3/2B5/2P2N2/PP1PQPPP/RNB1K2R b KQkq - 0 6|c2c3|-281|f3e5|70|351
r1b1k2r/p1pq2pp/1pnb4/4p1B1/2B5/2P2N2/PP1NQPPP/R4RK1 b kq - 1 12|b1d2|788|c4d5|938|150
rn1qkb1r/ppp2pp1/3p1n1p/4p3/2BPP1b1/2P2N2/PP1N1PPP/R1BQK2R b KQkq - 2 6|b1d2|21|d4e5|160|139
r2qkb1r/ppp2pp1/2np1n1p/4P3/2BP2b1/5N2/PP1N1PPP/R1BQK2R b KQkq - 0 8|e4e5|12|d1b3|131|119
r3kb1r/ppp1qpp1/2n2n1p/4P3/2B3b1/5N2/PP1N1PPP/R1BQ1RK1 b kq - 0 10|d4e5|-62|c4b5|-10|52
r3kb1r/ppp1qpp1/5n1p/4N3/2B3b1/8/PP1N1PPP/R1BQ1RK1 b kq - 0 11|f3e5|-212|f1e1|-41|171
r3kb1r/ppp1qpp1/5n1p/4N3/2B5/8/PP1N1PPP/R1BR2K1 b kq - 0 12|f1d1|-942|c4f7|-186|756
rn1qkbnr/pb1p1ppp/1p2p3/2pP4/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5|d4d5|112|c1g5|173|61
rn1qkbnr/pb1p1ppp/1p6/2pP4/8/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 6|e4d5|142|e4d5|186|44
rn2kb1r/pb1pqppp/1p3n2/2pP2B1/8/2N2N2/PPP1BPPP/R2QK2R b KQkq - 4 8|c1g5|288|e1g1|559|271
rn2kb1r/pb1pqpp1/1p3B1p/2pP4/8/2N2N2/PPP1BPPP/R2QK2R b KQkq - 0 9|g5f6|149|g5f4|313|164
rn2k2r/pb1p1pp1/1p1b1q1p/1BpP4/8/2N2N2/PPP2PPP/R2Q1RK1 b kq - 3 11|e1g1|115|e1g1|166|51
rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2|d2d4|-25|g1f3|27|52
r1bqkbnr/pppp1ppp/2n5/1B6/4P3/2N5/PP3PPP/R1BQK1NR b KQkq - 2 5|f1b5|-111|f1c4|-60|51
r1bqkb1r/pppp1ppp/2B2n2/8/4P3/2N5/PP3PPP/R1BQK1NR b KQkq - 0 6|b5c6|-115|g1f3|-58|57
r1bqkbnr/p1pp2pp/2p2P2/8/8/2N2N2/PP3PPP/R1BQK2R b KQkq - 0 9|e5f6|-54|e1g1|227|281
r1b1kb1r/p1pp2p1/2p2q1p/8/4N3/5N2/PP3PPP/R2QK2R b KQkq - 1 12|c3e4|-273|e1g1|0|273
rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2|d2d4|-12|g1f3|39|51
rnbqkb1r/pppp1ppp/5n2/8/2B1P3/2N5/PP3PPP/R1BQK1NR b KQkq - 2 5|f1c4|-71|e4e5|164|235
rnbqk2r/pppp1ppp/5n2/8/1bB1P3/2N2N2/PP3PPP/R1BQK2R b KQkq - 4 6|g1f3|-108|e4e5|76|184
rnbqk2r/pppp1ppp/8/8/1bB1n3/2N2N2/PP2QPPP/R1B1K2R b KQkq - 1 7|d1e2|-200|d1d4|-87|113
rnbqk2r/ppp2ppp/8/1B1p4/4n3/2P2N2/P3QPPP/R1B1K2R b KQkq - 1 9|c4b5|-239|c1a3|-120|119
rnbq1rk1/pp3ppp/2p5/3p4/4B3/2P2N2/P3QPPP/R1B1K2R b KQ - 0 11|d3e4|-270|e1g1|-212|58
r1bqkbnr/pppp1ppp/8/8/3nP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5|c6d4|-111|f8c5|-56|55
r1bqkb1r/pp1p2pp/1n3p2/2p1P3/5Q2/8/PPP2PPP/RNB1KB1R w KQkq - 0 10|f7f6|-128|d7d5|-36|92
r1bqkb1r/pp1p3p/1n3p2/2p5/5Q2/8/PPP2PPP/RNB1KB1R w KQkq - 0 11|g7f6|-212|d8f6|-107|105
r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4|f8c5|-120|g8f6|-64|56
r1bqk2r/ppp2ppp/2np1n2/2b1p1B1/4P3/2NP1N2/PPP2PPP/R2QKB1R w KQkq - 0 6|d7d6|-104|e8g8|22|126
r1bq1rk1/ppp2ppp/2np1n2/2b1p1B1/4P3/2NP1NP1/PPP2P1P/R2QKB1R w KQ - 1 7|e8g8|-133|c8g4|-1|132
r2q1rk1/ppp2ppp/2np1n2/2b1p1B1/4P1b1/2NP1NP1/PPP2PBP/R2QK2R w KQ - 3 8|c8g4|-115|c5b4|-22|93
r4rk1/pppq1ppp/2np1n2/2b1p1B1/4P1b1/2NP1NP1/PPP2PBP/R2Q1RK1 w - - 5 9|d8d7|-173|h7h6|-36|137
r4rk1/pppqBpp1/2np1n1p/2bNp3/4P1b1/3P1NP1/PPPQ1PBP/R4RK1 w - - 2 12|e8f6|-514|c6e7|451|965
r1bqk1nr/pppp2pp/2n2p2/2b1P3/3p4/3B1N2/PPP2PPP/RNBQK2R w KQkq - 0 6|f7f6|-135|d7d6|23|158
r1bqk1nr/pppp2pp/2n5/2b1p3/3p3N/3B4/PPP2PPP/RNBQK2R w KQkq - 0 7|f6e5|62|c6e5|234|172
r1bqk1nr/pppp3p/2n3p1/2b1p2Q/3p3N/3B4/PPP2PPP/RNB1K2R w KQkq - 0 8|g7g6|-292|e8f8|62|354
r1bqk1nr/pppp4/2n3p1/2b1p2Q/3p4/3B4/PPP2PPP/RNB1K2R w KQkq - 0 9|h7g6|-645|g8f6|-68|577
r1bq1knr/pppp4/2n3B1/2b1p2Q/3p4/8/PPP2PPP/RNB1K2R w KQ - 1 10|e8f8|-1077|e8e7|-565|512
r1bq1knQ/ppppn3/6B1/2b1p3/3p4/8/PPP2PPP/RNB1K2R w KQ - 1 11|c6e7|-1499|d8f6|-1146|353
r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 2 4|b1c3|-123|e5c6|150|273
r1bqkb1r/pppp1ppp/5nn1/6B1/3PP3/2N5/PPP2PPP/R2QKB1R b KQkq - 2 6|c1g5|-292|e4e5|-167|125
r1bqk2r/pppp1ppp/5Bn1/2b5/3PP3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 7|g5f6|124|d4c5|189|65
r1b1k2r/pppp1ppp/5qn1/2b1P3/3P4/2N5/PPP2PPP/R2QKB1R b KQkq - 0 8|e4e5|-149|d4c5|135|284
r1b1k2r/pppp1ppp/5q2/2b1P3/8/2N5/PPP2PPP/R2QKB1R b KQkq - 0 9|d4e5|-1499|d4c5|-87|1412
r1b1k2r/ppp2ppp/3Pq3/2b5/8/2N5/PPP1QPPP/R3KB1R b KQkq - 0 11|e5d6|-94|c3b5|0|94
r1b1k2r/pppp1ppp/5n2/2b3Q1/2P1q3/8/PPP2PPP/RNB1K2R w KQkq - 0 9|e7e4|550|c5f2|757|207
r1b1k2r/ppppqppp/5n2/6Q1/2P5/4P3/PPP3PP/RN2K2R w KQkq - 1 11|e4e7|530|e4c2|688|158
r1b1k2r/pppp1pQp/5n2/8/2P5/4q3/PPP3PP/RN2K2R w KQkq - 0 12|e7e3|567|h8g8|1043|476
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPPQPPP/RNB1K2R b KQkq - 3 6|d1e2|-48|d2d4|7|55
r1bqkb1r/2p2ppp/p1n5/1p1Bp3/8/5N2/PPPPQPPP/RNB1K2R b KQkq - 0 8|b3d5|-129|f3e5|116|245
r1b1kb1r/2p2ppp/p1n1q3/1p2p3/3P4/2N2N2/PPP1QPPP/R1B1K2R b KQkq - 0 10|d2d4|-231|e1g1|-102|129
r1b1k2r/2p2ppp/p1nbq3/1p2p3/3P4/2N2N2/PPP1QPPP/R1B2RK1 b kq - 2 11|e1g1|-198|d4d5|320|518
r1b2rk1/2p2ppp/p1nbq3/1p2p3/3P4/2N2N2/PPP1QPPP/R1B1R1K1 b - - 4 12|f1e1|-161|d4d5|249|410
r1b1kbnr/ppppqppp/2n5/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 4 4|d8e7|-81|g8f6|-17|64
r1b1kbnr/ppp1qppp/3p4/4p3/2BnP3/5Q2/PPPPNPPP/RNB2RK1 w kq - 2 6|c6d4|-196|g8f6|-68|128
r1b1kbnr/ppp1qppp/3p4/8/2BpP3/5Q2/PPPP1PPP/RNB2RK1 w kq - 0 7|e5d4|-214|e5d4|-172|42
r1b1kbnr/pp2q1pp/2p2p2/1B2p3/3p4/5Q2/PPPP1PPP/RNB1R1K1 w kq - 0 10|c7c6|-175|e8d8|-100|75
rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2|d2d4|-16|g1f3|46|62
r1bqk1nr/pppp1ppp/2n5/2b5/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 3 5|f8c5|10|g8f6|55|45
r1b1k1nr/pppp1ppp/2n2q2/2b5/2B1P3/8/PPP2PPP/RNBQK1NR w KQkq - 5 6|d8f6|-47|d8h4|88|135
r1b1k2r/pppp1ppp/2n2n2/3B4/8/4q1P1/PPP1N2P/RN1QK2R w KQkq - 2 11|g8f6|263|g8f6|305|42
r1b2rk1/pppp1ppp/2n2n2/8/8/4q1P1/PPP1N1BP/RN1QK2R w KQ - 4 12|e8g8|348|f6g4|425|77
rn1qkbnr/ppp2ppp/3pb3/4p3/2B1P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 3 4|d1e2|13|c4e6|109|96
rn1qkb1r/ppp2ppp/3pbn2/4p3/2B1P3/2N2N2/PPPPQPPP/R1B1K2R b KQkq - 5 5|b1c3|22|c4e6|88|66
r3kb1r/pp3ppp/2p1q3/3p4/3pP3/3P1P2/PPP1Q1PP/R1B2RK1 b kq - 0 12|f2f3|-25|c1f4|33|58
rnbqkb1r/pp3ppp/3ppn2/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5|d2d3|-50|d2d4|0|50
rnbq1rk1/pp2bppp/3ppn2/2p5/2B1P3/2NPBN2/PPP2PPP/R2Q1RK1 b - - 4 7|e1g1|-296|c4b3|-100|196
r1b2rk1/ppq1bppp/2nppn2/2p5/2B1P3/2NPBN2/PPP1QPPP/3R1RK1 b - - 8 9|a1d1|-100|d3d4|-40|60
r1b2rk1/1pq1bppp/p1nppn2/2p5/2B1P3/P1NPBN2/1PP1QPPP/3R1RK1 b - - 0 10|a2a3|-125|a2a4|-76|49
r2qkb1r/ppp2ppp/2np1nb1/4p1N1/2B1P1P1/2NP3P/PPP2P2/R1BQK2R b KQkq - 2 8|f3g5|-129|a2a4|51|180
r2qkb1r/ppp2ppp/2n2nb1/3Bp1N1/4P1P1/2NP3P/PPP2P2/R1BQK2R b KQkq - 0 9|c4d5|6|e4d5|123|117
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3|b8c6|-98|c8f5|-50|48
r2qkb1r/ppp2ppp/2n2n2/3pp3/3P2b1/4PN2/PPP1BPPP/RNBQ1RK1 w kq - 0 6|e7e5|-224|e7e6|-63|161
r1b1kbnr/ppp1p1pp/2n5/5p2/4B3/8/PPP2PPP/RNB1K1NR w KQkq - 0 7|f7f5|14|e7e5|119|105
r1b1kb1r/p1p1p1pp/2p2n2/5p2/8/2N5/PPP2PPP/R1B1K1NR w KQkq - 2 9|g8f6|-14|e7e5|135|149
